"","LASSO","Ridge","Elastic","Unpenalized","sparsity","prop_small","num_obs"
"7439",1.10526985427725,1.18716653172605,1.11000341256096,1.16949330697261,0.5,0.5,800
"7440",1.07316054276303,1.17820354769203,1.07761078747962,1.14897275478966,0.5,0.5,800
"7441",1.13176381118306,1.25462481529665,1.14228748540942,1.19322045962133,0.5,0.5,800
"7442",1.0686967568867,1.14108678448494,1.07498968506858,1.11794174039552,0.5,0.5,800
"7443",1.03392535949932,1.12937678937724,1.04466221345863,1.06976744744623,0.5,0.5,800
"7444",1.18817797498922,1.2805961941705,1.1987770504832,1.24109344553483,0.5,0.5,800
"7445",0.999731471967831,1.11769277271381,1.01557104111327,1.12069428638315,0.5,0.5,800
"7446",1.04426885862812,1.11261265846364,1.05090766084276,1.11494536544774,0.5,0.5,800
"7447",1.08681107849501,1.18831230707597,1.09701559547205,1.19693332081488,0.5,0.5,800
"7448",1.04862733201497,1.15773795293678,1.0599010600898,1.14957352117471,0.5,0.5,800
"7449",1.10450549767617,1.21100631840349,1.10919618447545,1.16245409887676,0.5,0.5,800
"7450",1.23534812488465,1.32032333046306,1.24099203839058,1.31886374989671,0.5,0.5,800
"7451",1.06615838857372,1.11456092121352,1.06907974059806,1.11001766205531,0.5,0.5,1600
"7452",1.04500484682639,1.09072449482747,1.04770337556189,1.07221214814603,0.5,0.5,1600
"7453",1.06748344769918,1.11122160204671,1.06789729493203,1.08756425318503,0.5,0.5,1600
"7454",0.971036897038725,1.00715211070617,0.973803670972268,0.991000990253203,0.5,0.5,1600
"7455",1.06236993484724,1.10280199400082,1.06470465460601,1.11881369311438,0.5,0.5,1600
"7456",1.01389624352597,1.07000139100559,1.0178497163698,1.03572940604195,0.5,0.5,1600
"7457",1.08867641682038,1.14584346276209,1.08899053293912,1.12122901196302,0.5,0.5,1600
"7458",0.99749919822825,1.02944291188068,0.997405189228279,1.03013130099366,0.5,0.5,1600
"7459",1.01755764977592,1.05954992806205,1.02063345498151,1.0365196269951,0.5,0.5,1600
"7460",1.02304010073119,1.07925721593956,1.02353321860202,1.05555309853687,0.5,0.5,1600
"7461",0.991902955350717,1.04094078246744,0.995197021044153,0.995583263080443,0.5,0.5,1600
"7462",1.05695529554735,1.11546828443732,1.05924988270779,1.06164053537056,0.5,0.5,1600
"7463",1.07495495196854,1.14293858797282,1.07930573848667,1.10611771774806,0.5,0.5,1600
"7464",1.00461017085147,1.03118668942455,1.00121563936616,0.999206835143818,0.5,0.5,1600
"7465",1.04630865619258,1.09661630932126,1.04955097243254,1.08222001979132,0.5,0.5,1600
"7466",1.11167127629527,1.17316900449805,1.11587871327745,1.15666128091375,0.5,0.5,1600
"7467",1.10906771002786,1.14388290807277,1.11043272585937,1.14237237072222,0.5,0.5,1600
"7468",1.12210201542812,1.18921323948483,1.12530477247248,1.16932048992129,0.5,0.5,1600
"7469",1.03762656752757,1.09500267262419,1.04145793986014,1.06205299961943,0.5,0.5,1600
"7470",1.06238474557903,1.10818356869381,1.06396483188696,1.10121501015405,0.5,0.5,1600
"7471",1.02338831118644,1.06833230350039,1.02774659052344,1.05116592214049,0.5,0.5,1600
"7472",1.05595477480918,1.11523351962291,1.05919898619094,1.09237936903862,0.5,0.5,1600
"7473",1.03690183576844,1.08681600289106,1.03923096533244,1.06230702125519,0.5,0.5,1600
"7474",1.15197850793943,1.2006559624639,1.15448108505989,1.19690963531831,0.5,0.5,1600
"7475",1.00279800618516,1.06477132960497,1.01061407666227,1.05806066721224,0.5,0.5,1600
"7476",1.06130804585434,1.11076587913653,1.06473973803188,1.08490022860861,0.5,0.5,1600
"7477",1.01054989841119,1.07117256945198,1.01285779116236,1.04216250953428,0.5,0.5,1600
"7478",1.00446456240352,1.06639328417499,1.00684777909249,1.05682763338627,0.5,0.5,1600
"7479",1.00225028023782,1.05122644513072,1.00392461446598,1.01798966861673,0.5,0.5,1600
"7480",1.06311588048205,1.14020480972261,1.06826822939898,1.11480025104642,0.5,0.5,1600
"7481",1.03729416722717,1.09717081945352,1.03893122689065,1.05402521799241,0.5,0.5,1600
"7482",1.06146660288926,1.09640152020511,1.06094616527466,1.05963956940797,0.5,0.5,1600
"7483",1.05596733164197,1.09323940431593,1.05995303020633,1.06211360137181,0.5,0.5,1600
"7484",1.0006607563028,1.05295158287476,1.00525681630207,1.0605835097817,0.5,0.5,1600
"7485",1.05206468402515,1.09799627780812,1.05447128054964,1.06658228843152,0.5,0.5,1600
"7486",1.05255770038156,1.09577717742554,1.0534268028555,1.09652759669234,0.5,0.5,1600
"7487",1.00010656245273,1.04025605894342,1.00304722868245,1.01944247636768,0.5,0.5,1600
"7488",1.0982738853992,1.15938082962518,1.10937173392869,1.16139046283332,0.5,0.5,1600
"7489",1.01536137864435,1.07051908484135,1.01850438016103,1.04290478980171,0.5,0.5,1600
"7490",1.09894037711744,1.12778767154311,1.10112429562109,1.11578099432088,0.5,0.5,1600
"7491",0.987333819699944,1.04600026107688,0.990447702996406,1.01864577528492,0.5,0.5,1600
"7492",1.00803467162336,1.05930545934215,1.01223385339521,1.04660180767952,0.5,0.5,1600
"7493",1.10807675558331,1.16168648519428,1.11152100289751,1.12932971072185,0.5,0.5,1600
"7494",1.04624782310289,1.11699760350716,1.05285539010929,1.10210113362471,0.5,0.5,1600
"7495",1.13701572710537,1.2016715030853,1.14097539082643,1.17408205850106,0.5,0.5,1600
"7496",1.01731553712809,1.0901340553251,1.02145070167411,1.06044427363518,0.5,0.5,1600
"7497",1.01695181137382,1.08755365410046,1.02181447118444,1.04295804987548,0.5,0.5,1600
"7498",1.10235042470104,1.16164856054737,1.10744401584539,1.14469447406995,0.5,0.5,1600
"7499",1.09990809645628,1.16283988182629,1.10432323832654,1.13337824952051,0.5,0.5,1600
"7500",1.04624714714686,1.09894964434608,1.05068866194842,1.09151639139023,0.5,0.5,1600
"7501",0.991551339315271,1.01920341343409,0.989867717993305,1.8690372661956,0.5,1,200
"7502",1.02225677532957,1.02233013211304,1.02225677532957,2.56213823971187,0.5,1,200
"7503",0.985124626389108,0.985075382179571,0.985124626389108,1.81665300394086,0.5,1,200
"7504",1.03498060411252,1.02795331850804,1.0515321581008,1.98094609320225,0.5,1,200
"7505",0.960027660420998,0.959770860437942,0.960027660420998,2.23747849875003,0.5,1,200
"7506",1.08696439622039,1.02205314958558,1.06217906859388,1.7486924029299,0.5,1,200
"7507",0.972089022807449,0.972091744708764,0.972089022807449,2.19685134780669,0.5,1,200
"7508",1.04778615508612,1.04798530420552,1.05604015412692,2.11409771306558,0.5,1,200
"7509",0.960450982200736,0.947355666428552,0.952237235568742,1.80091249426537,0.5,1,200
"7510",1.07278106178547,1.07307897821933,1.07278106178547,2.22715199634626,0.5,1,200
"7511",0.988256608967695,0.98785862197885,0.988256608967695,2.04437977615579,0.5,1,200
"7512",0.955969655147076,0.9559384168227,0.955969655147076,1.8096784067797,0.5,1,200
"7513",0.964010314142247,0.964091383953769,0.964010314142247,1.91073197064109,0.5,1,200
"7514",1.05688089627212,1.05656629966724,1.05651647648428,1.96110747133705,0.5,1,200
"7515",1.05594353680452,1.06417886707001,1.05594353680452,2.20689689113006,0.5,1,200
"7516",1.01901692450572,1.03686583607481,1.01901692450572,1.86396797392086,0.5,1,200
"7517",1.01704192171029,1.01274610286574,1.01336881815004,2.20274887074096,0.5,1,200
"7518",0.954062271992891,0.954261665916299,0.954062271992891,2.05271215134377,0.5,1,200
"7519",0.993365655797502,0.993256500178827,0.993365655797502,2.13037199619569,0.5,1,200
"7520",1.06544020024208,1.06548842828613,1.06544020024208,1.76203624310315,0.5,1,200
"7521",1.04107015382893,0.979224086835057,1.02993406952788,2.07635757333579,0.5,1,200
"7522",1.00365710630659,1.00334120677697,1.00365710630659,2.01569183381181,0.5,1,200
"7523",1.05556965796213,1.0559112568474,1.05556965796213,2.54232622912996,0.5,1,200
"7524",0.945871175252253,0.946002326646784,0.948105402257848,2.17340785433715,0.5,1,200
"7525",0.965945118111059,0.966223254051119,0.965945118111059,2.00709665073378,0.5,1,200
"7526",1.00238123558949,1.00078722168025,0.999915691978724,1.54703262663801,0.5,1,200
"7527",0.993345527652043,0.993241020495231,0.993345527652043,2.20998094750292,0.5,1,200
"7528",1.0497762909069,1.05656477726849,1.0497762909069,1.95429612082614,0.5,1,200
