"LASSO","Ridge","Elastic","Unpenalized"
1.0348996859635,1.04965705981252,1.01833636108627,1.06044665512946
1.01135330060387,1.02540235024016,1.00971100607059,1.02283931710873
1.02984417128329,1.03039910866962,1.0235153381944,1.02098505709018
1.04412705632666,1.07067048133343,1.0461126568427,1.05347765746039
1.1028702472952,1.09357928323951,1.11138528939498,1.07693157144841
1.0181636770376,1.01560920996397,1.01283516417415,1.00773168687939
1.08734582364528,1.08224517713067,1.08055186821112,1.08973489340206
0.919601730482239,0.922150781193864,0.92113318369354,0.923540242776361
0.948338378542842,0.956687714557031,0.939443403984205,0.941241939423777
1.07477008584549,1.08873310375137,1.08313310086297,1.10861455124718
1.07661886659602,1.08900456420837,1.07999672902519,1.09340149199522
1.06095765769848,1.06511295953683,1.06154072572083,1.08126215645606
1.01111383807979,1.01577909425079,1.0144692176677,1.00806166727263
1.07294301563104,1.06904870346396,1.0777941501268,1.05826107580142
1.10585111219375,1.11457457945735,1.10704698500156,1.1078444683152
1.09098808419941,1.09851746605032,1.09423557630772,1.09284815638658
1.09916678070646,1.11186808638308,1.09912711002339,1.09966836384636
1.04003316791024,1.03991164177692,1.03691969564689,1.05880996685634
1.03423097548244,1.05542436397096,1.03735695234517,1.0474515008288
1.00661961868639,1.0224250951064,1.00977609734823,1.0113014249113
0.952825585735584,0.965321062644627,0.954215502879436,0.970883886768697
0.993704528878907,1.00692277368139,0.995840608967635,1.00865343053232
1.03280782013748,1.05507814949391,1.03972897630999,1.04818788807224
1.05207356555405,1.06509549104407,1.05498883986141,1.07775347226684
1.00210157134323,1.00771940682754,1.00403276492898,0.995968348915003
1.04188829072968,1.06792271253112,1.04109578466814,1.06928243770134
0.965103814355298,0.981618395388354,0.966510406425862,0.985995774998041
1.04041913726341,1.05202122704055,1.04246190684288,1.04033748880854
1.00671052990416,1.00201815753638,1.00131491402232,1.00409810635674
1.05556464281234,1.07116986762173,1.05559809901037,1.08471851468909
0.964330411452439,0.984585768152993,0.971692404885473,0.986189335624859
1.00264066168942,1.02037276572669,1.00636231433107,1.01784568781322
1.00680523951556,1.02314456929565,1.01105834186383,1.02460851581316
1.03602045726719,1.05077383879499,1.04387477982808,1.05796114379121
